Sensorname,timestamp,distanceToWaterInMM,timestampInUTC
1SB,1781772366438,570,2026-06-18T08:46:06.438Z
1BB,1781772366454,681,2026-06-18T08:46:06.454Z
2BB,1781772368373,677,2026-06-18T08:46:08.373Z
1SB,1781772368421,598,2026-06-18T08:46:08.421Z
2SB,1781772368481,769,2026-06-18T08:46:08.481Z
2SB,1781772370480,893,2026-06-18T08:46:10.480Z
2BB,1781772370492,682,2026-06-18T08:46:10.492Z
1SB,1781772370511,574,2026-06-18T08:46:10.511Z
1BB,1781772370527,695,2026-06-18T08:46:10.527Z
1BB,1781772372337,748,2026-06-18T08:46:12.337Z
1SB,1781772372408,571,2026-06-18T08:46:12.408Z
2SB,1781772372471,752,2026-06-18T08:46:12.471Z
2BB,1781772374413,668,2026-06-18T08:46:14.413Z
2SB,1781772374470,903,2026-06-18T08:46:14.470Z
1SB,1781772374485,578,2026-06-18T08:46:14.485Z
1BB,1781772374533,723,2026-06-18T08:46:14.533Z
2BB,1781772378418,673,2026-06-18T08:46:18.418Z
1BB,1781772378434,712,2026-06-18T08:46:18.434Z
2SB,1781772378466,760,2026-06-18T08:46:18.466Z
1SB,1781772378466,549,2026-06-18T08:46:18.466Z
2BB,1781772380530,678,2026-06-18T08:46:20.530Z
1BB,1781772380530,695,2026-06-18T08:46:20.530Z
2SB,1781772380546,748,2026-06-18T08:46:20.546Z
1SB,1781772380562,568,2026-06-18T08:46:20.562Z
2SB,1781772382451,951,2026-06-18T08:46:22.451Z
2BB,1781772384457,673,2026-06-18T08:46:24.457Z
1BB,1781772384537,713,2026-06-18T08:46:24.537Z
1SB,1781772384537,582,2026-06-18T08:46:24.537Z
2SB,1781772384537,757,2026-06-18T08:46:24.537Z
2BB,1781772386364,668,2026-06-18T08:46:26.364Z
1SB,1781772386427,581,2026-06-18T08:46:26.427Z
2SB,1781772386451,937,2026-06-18T08:46:26.451Z
1BB,1781772386537,708,2026-06-18T08:46:26.537Z
2SB,1781772388535,735,2026-06-18T08:46:28.535Z
1SB,1781772390512,581,2026-06-18T08:46:30.512Z
2BB,1781772390580,672,2026-06-18T08:46:30.580Z
2SB,1781772390615,761,2026-06-18T08:46:30.615Z
1BB,1781772390615,721,2026-06-18T08:46:30.615Z
1BB,1781772392426,683,2026-06-18T08:46:32.426Z
2BB,1781772392500,676,2026-06-18T08:46:32.500Z
1SB,1781772392504,626,2026-06-18T08:46:32.504Z
2SB,1781772392521,753,2026-06-18T08:46:32.521Z
1SB,1781772394579,612,2026-06-18T08:46:34.579Z
2BB,1781772394594,675,2026-06-18T08:46:34.594Z
2SB,1781772394610,753,2026-06-18T08:46:34.610Z
2BB,1781772396501,675,2026-06-18T08:46:36.501Z
1SB,1781772396580,648,2026-06-18T08:46:36.580Z
2SB,1781772396612,753,2026-06-18T08:46:36.612Z
1BB,1781772396628,663,2026-06-18T08:46:36.628Z
2BB,1781772400520,676,2026-06-18T08:46:40.520Z
1SB,1781772400549,672,2026-06-18T08:46:40.549Z
2SB,1781772400597,990,2026-06-18T08:46:40.597Z
1BB,1781772400613,595,2026-06-18T08:46:40.613Z
2BB,1781772402440,863,2026-06-18T08:46:42.440Z
1BB,1781772402536,590,2026-06-18T08:46:42.536Z
1SB,1781772402552,688,2026-06-18T08:46:42.552Z
2SB,1781772402599,934,2026-06-18T08:46:42.599Z
2SB,1781772404592,906,2026-06-18T08:46:44.592Z
1BB,1781772404624,582,2026-06-18T08:46:44.624Z
1SB,1781772404624,673,2026-06-18T08:46:44.624Z
2BB,1781772404640,891,2026-06-18T08:46:44.640Z
1BB,1781772406419,584,2026-06-18T08:46:46.419Z
2BB,1781772406459,676,2026-06-18T08:46:46.459Z
1SB,1781772406530,676,2026-06-18T08:46:46.530Z
2SB,1781772406607,912,2026-06-18T08:46:46.607Z
2SB,1781772408591,915,2026-06-18T08:46:48.591Z
1SB,1781772408611,691,2026-06-18T08:46:48.611Z
1BB,1781772408622,575,2026-06-18T08:46:48.622Z
2BB,1781772408654,677,2026-06-18T08:46:48.654Z
2BB,1781772410573,672,2026-06-18T08:46:50.573Z
1BB,1781772410627,571,2026-06-18T08:46:50.627Z
2SB,1781772410684,893,2026-06-18T08:46:50.684Z
2BB,1781772412478,676,2026-06-18T08:46:52.478Z
2SB,1781772412589,756,2026-06-18T08:46:52.589Z
1SB,1781772412589,684,2026-06-18T08:46:52.589Z
1BB,1781772412621,544,2026-06-18T08:46:52.621Z
1BB,1781772414612,560,2026-06-18T08:46:54.612Z
2SB,1781772414676,765,2026-06-18T08:46:54.676Z
1SB,1781772418557,657,2026-06-18T08:46:58.557Z
1BB,1781772418618,562,2026-06-18T08:46:58.618Z
2SB,1781772418674,765,2026-06-18T08:46:58.674Z
2BB,1781772418693,676,2026-06-18T08:46:58.693Z
2SB,1781772420662,740,2026-06-18T08:47:00.662Z
1BB,1781772420714,557,2026-06-18T08:47:00.714Z
1BB,1781772422613,549,2026-06-18T08:47:02.613Z
2BB,1781772422623,672,2026-06-18T08:47:02.623Z
2SB,1781772422757,757,2026-06-18T08:47:02.757Z
2SB,1781772424659,757,2026-06-18T08:47:04.659Z
1BB,1781772424707,548,2026-06-18T08:47:04.707Z
2BB,1781772424723,671,2026-06-18T08:47:04.723Z
1SB,1781772426801,673,2026-06-18T08:47:06.801Z
2BB,1781772426833,671,2026-06-18T08:47:06.833Z
2SB,1781772426849,735,2026-06-18T08:47:06.849Z
2BB,1781772428737,675,2026-06-18T08:47:08.737Z
2SB,1781772428737,748,2026-06-18T08:47:08.737Z
1SB,1781772428785,655,2026-06-18T08:47:08.785Z
1BB,1781772428801,549,2026-06-18T08:47:08.801Z
1BB,1781772430611,558,2026-06-18T08:47:10.611Z
2BB,1781772430643,671,2026-06-18T08:47:10.643Z
1SB,1781772430691,652,2026-06-18T08:47:10.691Z
2BB,1781772434672,672,2026-06-18T08:47:14.672Z
2SB,1781772436732,935,2026-06-18T08:47:16.732Z
1SB,1781772436732,659,2026-06-18T08:47:16.732Z
2BB,1781772436763,671,2026-06-18T08:47:16.763Z
1BB,1781772436795,551,2026-06-18T08:47:16.795Z
2BB,1781772438683,671,2026-06-18T08:47:18.683Z
2SB,1781772438826,932,2026-06-18T08:47:18.826Z
1SB,1781772438826,658,2026-06-18T08:47:18.826Z
1SB,1781772440714,670,2026-06-18T08:47:20.714Z
2BB,1781772440793,668,2026-06-18T08:47:20.793Z
1BB,1781772440793,574,2026-06-18T08:47:20.793Z
2SB,1781772440825,753,2026-06-18T08:47:20.825Z
2BB,1781772442700,673,2026-06-18T08:47:22.700Z
1BB,1781772442700,554,2026-06-18T08:47:22.700Z
1SB,1781772442795,674,2026-06-18T08:47:22.795Z
2SB,1781772442814,757,2026-06-18T08:47:22.814Z
1SB,1781772444890,661,2026-06-18T08:47:24.890Z
1BB,1781772444900,565,2026-06-18T08:47:24.900Z
2BB,1781772444908,667,2026-06-18T08:47:24.908Z
1BB,1781772446705,575,2026-06-18T08:47:26.705Z
2BB,1781772446721,676,2026-06-18T08:47:26.721Z
1SB,1781772446784,677,2026-06-18T08:47:26.784Z
2SB,1781772448800,946,2026-06-18T08:47:28.800Z
2BB,1781772448816,676,2026-06-18T08:47:28.816Z
1SB,1781772448864,674,2026-06-18T08:47:28.864Z
1BB,1781772448896,592,2026-06-18T08:47:28.896Z
1BB,1781772450704,595,2026-06-18T08:47:30.704Z
2BB,1781772450736,667,2026-06-18T08:47:30.736Z
1SB,1781772450767,678,2026-06-18T08:47:30.767Z
2SB,1781772450799,766,2026-06-18T08:47:30.799Z
1BB,1781772452802,596,2026-06-18T08:47:32.802Z
1SB,1781772452851,689,2026-06-18T08:47:32.851Z
2SB,1781772454789,946,2026-06-18T08:47:34.789Z
2BB,1781772456762,667,2026-06-18T08:47:36.762Z
2SB,1781772456889,952,2026-06-18T08:47:36.889Z
2BB,1781772460780,667,2026-06-18T08:47:40.780Z
1BB,1781772460796,591,2026-06-18T08:47:40.796Z
1SB,1781772460812,665,2026-06-18T08:47:40.812Z
2SB,1781772460859,940,2026-06-18T08:47:40.859Z
2SB,1781772462866,740,2026-06-18T08:47:42.866Z
2BB,1781772462880,679,2026-06-18T08:47:42.880Z
1SB,1781772462893,654,2026-06-18T08:47:42.893Z
1BB,1781772462893,608,2026-06-18T08:47:42.893Z
1BB,1781772464708,607,2026-06-18T08:47:44.708Z
2BB,1781772464717,675,2026-06-18T08:47:44.717Z
1SB,1781772464784,652,2026-06-18T08:47:44.784Z
2SB,1781772464863,753,2026-06-18T08:47:44.863Z
2SB,1781772466849,740,2026-06-18T08:47:46.849Z
1SB,1781772466865,645,2026-06-18T08:47:46.865Z
1BB,1781772466899,606,2026-06-18T08:47:46.899Z
2BB,1781772466909,671,2026-06-18T08:47:46.909Z
2BB,1781772470829,667,2026-06-18T08:47:50.829Z
2SB,1781772470845,940,2026-06-18T08:47:50.845Z
1SB,1781772470845,622,2026-06-18T08:47:50.845Z
1BB,1781772470892,609,2026-06-18T08:47:50.892Z
2BB,1781772474852,666,2026-06-18T08:47:54.852Z
1SB,1781772474931,660,2026-06-18T08:47:54.931Z
2SB,1781772474931,752,2026-06-18T08:47:54.931Z
1BB,1781772474979,630,2026-06-18T08:47:54.979Z
1BB,1781772476803,622,2026-06-18T08:47:56.803Z
1SB,1781772476924,655,2026-06-18T08:47:56.924Z
2SB,1781772476940,753,2026-06-18T08:47:56.940Z
2BB,1781772476953,667,2026-06-18T08:47:56.953Z
2BB,1781772478868,667,2026-06-18T08:47:58.868Z
1SB,1781772478933,629,2026-06-18T08:47:58.933Z
2SB,1781772478933,941,2026-06-18T08:47:58.933Z
1BB,1781772478992,628,2026-06-18T08:47:58.992Z
2BB,1781772480783,671,2026-06-18T08:48:00.783Z
1BB,1781772480800,622,2026-06-18T08:48:00.800Z
1SB,1781772480903,640,2026-06-18T08:48:00.903Z
2SB,1781772480923,752,2026-06-18T08:48:00.923Z
2SB,1781772483015,749,2026-06-18T08:48:03.015Z
1SB,1781772483081,649,2026-06-18T08:48:03.081Z
2BB,1781772483081,676,2026-06-18T08:48:03.081Z
1BB,1781772483095,630,2026-06-18T08:48:03.095Z
1BB,1781772484893,644,2026-06-18T08:48:04.893Z
2BB,1781772484893,667,2026-06-18T08:48:04.893Z
1SB,1781772484976,632,2026-06-18T08:48:04.976Z
2SB,1781772485020,748,2026-06-18T08:48:05.020Z
2BB,1781772488909,668,2026-06-18T08:48:08.909Z
1BB,1781772488989,649,2026-06-18T08:48:08.989Z
2SB,1781772489004,765,2026-06-18T08:48:09.004Z
1SB,1781772489131,714,2026-06-18T08:48:09.131Z
2BB,1781772492920,668,2026-06-18T08:48:12.920Z
1SB,1781772492920,738,2026-06-18T08:48:12.920Z
1BB,1781772492988,816,2026-06-18T08:48:12.988Z
2SB,1781772493004,757,2026-06-18T08:48:13.004Z
2BB,1781772494934,668,2026-06-18T08:48:14.934Z
1SB,1781772495010,779,2026-06-18T08:48:15.010Z
1BB,1781772495073,867,2026-06-18T08:48:15.073Z
2BB,1781772498961,672,2026-06-18T08:48:18.961Z
2SB,1781772498993,749,2026-06-18T08:48:18.993Z
1BB,1781772498993,732,2026-06-18T08:48:18.993Z
1SB,1781772498993,721,2026-06-18T08:48:18.993Z
2BB,1781772501050,672,2026-06-18T08:48:21.050Z
2SB,1781772501085,759,2026-06-18T08:48:21.085Z
1BB,1781772501085,774,2026-06-18T08:48:21.085Z
1SB,1781772501085,905,2026-06-18T08:48:21.085Z
1BB,1781772502893,1049,2026-06-18T08:48:22.893Z
2BB,1781772502980,656,2026-06-18T08:48:22.980Z
1SB,1781772502980,828,2026-06-18T08:48:22.980Z
1SB,1781772505065,824,2026-06-18T08:48:25.065Z
2SB,1781772505067,762,2026-06-18T08:48:25.067Z
2BB,1781772505083,671,2026-06-18T08:48:25.083Z
1BB,1781772505083,959,2026-06-18T08:48:25.083Z
2BB,1781772509003,671,2026-06-18T08:48:29.003Z
1SB,1781772509035,1061,2026-06-18T08:48:29.035Z
2SB,1781772509067,740,2026-06-18T08:48:29.067Z
1BB,1781772509083,888,2026-06-18T08:48:29.083Z
2SB,1781772511069,749,2026-06-18T08:48:31.069Z
1BB,1781772511069,858,2026-06-18T08:48:31.069Z
2BB,1781772511101,670,2026-06-18T08:48:31.101Z
1SB,1781772511134,1082,2026-06-18T08:48:31.134Z
1BB,1781772512975,975,2026-06-18T08:48:32.975Z
2BB,1781772513024,674,2026-06-18T08:48:33.024Z
1SB,1781772513027,841,2026-06-18T08:48:33.027Z
2SB,1781772513054,749,2026-06-18T08:48:33.054Z
2SB,1781772515048,753,2026-06-18T08:48:35.048Z
1BB,1781772515080,1026,2026-06-18T08:48:35.080Z
1SB,1781772515112,1048,2026-06-18T08:48:35.112Z
2BB,1781772515112,678,2026-06-18T08:48:35.112Z
2BB,1781772517036,679,2026-06-18T08:48:37.036Z
1SB,1781772517096,845,2026-06-18T08:48:37.096Z
1BB,1781772517177,1042,2026-06-18T08:48:37.177Z
2SB,1781772519141,758,2026-06-18T08:48:39.141Z
1BB,1781772519173,1004,2026-06-18T08:48:39.173Z
1SB,1781772519173,1041,2026-06-18T08:48:39.173Z
2BB,1781772519237,670,2026-06-18T08:48:39.237Z
2BB,1781772521156,674,2026-06-18T08:48:41.156Z
2SB,1781772521234,745,2026-06-18T08:48:41.234Z
1SB,1781772521265,1042,2026-06-18T08:48:41.265Z
1BB,1781772521265,926,2026-06-18T08:48:41.265Z
2BB,1781772523052,679,2026-06-18T08:48:43.052Z
1BB,1781772523080,941,2026-06-18T08:48:43.080Z
2SB,1781772523230,741,2026-06-18T08:48:43.230Z
2SB,1781772525229,848,2026-06-18T08:48:45.229Z
2BB,1781772525261,674,2026-06-18T08:48:45.261Z
1BB,1781772525261,966,2026-06-18T08:48:45.261Z
1BB,1781772527073,977,2026-06-18T08:48:47.073Z
2BB,1781772527073,679,2026-06-18T08:48:47.073Z
1SB,1781772527152,1073,2026-06-18T08:48:47.152Z
2SB,1781772527215,758,2026-06-18T08:48:47.215Z
2SB,1781772529217,746,2026-06-18T08:48:49.217Z
1SB,1781772529217,1058,2026-06-18T08:48:49.217Z
1BB,1781772529275,995,2026-06-18T08:48:49.275Z
2BB,1781772529281,679,2026-06-18T08:48:49.281Z
1BB,1781772531325,977,2026-06-18T08:48:51.325Z
2BB,1781772531325,683,2026-06-18T08:48:51.325Z
2BB,1781772533110,679,2026-06-18T08:48:53.110Z
1SB,1781772533206,1056,2026-06-18T08:48:53.206Z
2SB,1781772533206,758,2026-06-18T08:48:53.206Z
1BB,1781772533274,1005,2026-06-18T08:48:53.274Z
1BB,1781772535275,1011,2026-06-18T08:48:55.275Z
1SB,1781772535297,1059,2026-06-18T08:48:55.297Z
2SB,1781772535307,749,2026-06-18T08:48:55.307Z
2BB,1781772535311,675,2026-06-18T08:48:55.311Z
2BB,1781772537129,666,2026-06-18T08:48:57.129Z
1BB,1781772537177,1002,2026-06-18T08:48:57.177Z
1SB,1781772537193,1092,2026-06-18T08:48:57.193Z
2SB,1781772537209,762,2026-06-18T08:48:57.209Z
2BB,1781772539242,675,2026-06-18T08:48:59.242Z
1BB,1781772539274,973,2026-06-18T08:48:59.274Z
1SB,1781772539277,1073,2026-06-18T08:48:59.277Z
2SB,1781772539289,880,2026-06-18T08:48:59.289Z
2BB,1781772541148,679,2026-06-18T08:49:01.148Z
1SB,1781772541180,1099,2026-06-18T08:49:01.180Z
1BB,1781772541180,959,2026-06-18T08:49:01.180Z
2BB,1781772543252,670,2026-06-18T08:49:03.252Z
1SB,1781772543252,1097,2026-06-18T08:49:03.252Z
1BB,1781772543276,971,2026-06-18T08:49:03.276Z
1BB,1781772545084,972,2026-06-18T08:49:05.084Z
2BB,1781772545173,667,2026-06-18T08:49:05.173Z
2SB,1781772545189,758,2026-06-18T08:49:05.189Z
1SB,1781772545250,1094,2026-06-18T08:49:05.250Z
1SB,1781772547235,1089,2026-06-18T08:49:07.235Z
2BB,1781772547271,671,2026-06-18T08:49:07.271Z
1BB,1781772547277,1011,2026-06-18T08:49:07.277Z
2SB,1781772547283,750,2026-06-18T08:49:07.283Z
1BB,1781772549170,988,2026-06-18T08:49:09.170Z
2BB,1781772549170,675,2026-06-18T08:49:09.170Z
2SB,1781772549275,736,2026-06-18T08:49:09.275Z
1SB,1781772549330,1099,2026-06-18T08:49:09.330Z
2SB,1781772551269,771,2026-06-18T08:49:11.269Z
1BB,1781772551275,976,2026-06-18T08:49:11.275Z
2BB,1781772551283,671,2026-06-18T08:49:11.283Z
2BB,1781772553195,667,2026-06-18T08:49:13.195Z
2SB,1781772553259,928,2026-06-18T08:49:13.259Z
1BB,1781772553259,968,2026-06-18T08:49:13.259Z
1SB,1781772553306,1092,2026-06-18T08:49:13.306Z
2BB,1781772555107,667,2026-06-18T08:49:15.107Z
1BB,1781772555171,962,2026-06-18T08:49:15.171Z
1SB,1781772555202,1097,2026-06-18T08:49:15.202Z
2SB,1781772557250,929,2026-06-18T08:49:17.250Z
1BB,1781772557266,969,2026-06-18T08:49:17.266Z
1SB,1781772557282,1110,2026-06-18T08:49:17.282Z
2BB,1781772557314,666,2026-06-18T08:49:17.314Z
2BB,1781772559133,667,2026-06-18T08:49:19.133Z
2SB,1781772559250,754,2026-06-18T08:49:19.250Z
1BB,1781772559265,958,2026-06-18T08:49:19.265Z
1SB,1781772559265,1134,2026-06-18T08:49:19.265Z
2SB,1781772561252,759,2026-06-18T08:49:21.252Z
1SB,1781772561264,849,2026-06-18T08:49:21.264Z
1BB,1781772561264,951,2026-06-18T08:49:21.264Z
2BB,1781772561328,676,2026-06-18T08:49:21.328Z
2BB,1781772563336,671,2026-06-18T08:49:23.336Z
2SB,1781772563431,924,2026-06-18T08:49:23.431Z
1SB,1781772563448,1131,2026-06-18T08:49:23.448Z
1BB,1781772563466,978,2026-06-18T08:49:23.466Z
2BB,1781772565155,667,2026-06-18T08:49:25.155Z
1BB,1781772565171,990,2026-06-18T08:49:25.171Z
1SB,1781772565251,1124,2026-06-18T08:49:25.251Z
2SB,1781772565330,933,2026-06-18T08:49:25.330Z
1SB,1781772567334,1135,2026-06-18T08:49:27.334Z
2BB,1781772567355,668,2026-06-18T08:49:27.355Z
1BB,1781772567366,991,2026-06-18T08:49:27.366Z
1BB,1781772569177,975,2026-06-18T08:49:29.177Z
2BB,1781772569180,668,2026-06-18T08:49:29.180Z
2SB,1781772569228,767,2026-06-18T08:49:29.228Z
1SB,1781772569228,1125,2026-06-18T08:49:29.228Z
2BB,1781772571278,667,2026-06-18T08:49:31.278Z
1SB,1781772571310,832,2026-06-18T08:49:31.310Z
2SB,1781772571310,927,2026-06-18T08:49:31.310Z
1BB,1781772571357,977,2026-06-18T08:49:31.357Z
1BB,1781772573448,978,2026-06-18T08:49:33.448Z
2BB,1781772573480,667,2026-06-18T08:49:33.480Z
1SB,1781772573496,1135,2026-06-18T08:49:33.496Z
2SB,1781772573496,754,2026-06-18T08:49:33.496Z
2BB,1781772575205,662,2026-06-18T08:49:35.205Z
1BB,1781772575260,972,2026-06-18T08:49:35.260Z
1SB,1781772575296,1134,2026-06-18T08:49:35.296Z
1BB,1781772577448,969,2026-06-18T08:49:37.448Z
1SB,1781772577464,1129,2026-06-18T08:49:37.464Z
2SB,1781772577480,750,2026-06-18T08:49:37.480Z
2BB,1781772577495,676,2026-06-18T08:49:37.495Z
2BB,1781772579415,668,2026-06-18T08:49:39.415Z
1SB,1781772579462,1128,2026-06-18T08:49:39.462Z
1BB,1781772579557,976,2026-06-18T08:49:39.557Z
2BB,1781772581315,668,2026-06-18T08:49:41.315Z
1BB,1781772581366,990,2026-06-18T08:49:41.366Z
1SB,1781772581457,1138,2026-06-18T08:49:41.457Z
2SB,1781772581473,745,2026-06-18T08:49:41.473Z
2SB,1781772583578,923,2026-06-18T08:49:43.578Z
2BB,1781772583624,664,2026-06-18T08:49:43.624Z
1SB,1781772583626,1134,2026-06-18T08:49:43.626Z
1BB,1781772583642,1001,2026-06-18T08:49:43.642Z
1SB,1781772585342,1133,2026-06-18T08:49:45.342Z
2BB,1781772585346,668,2026-06-18T08:49:45.346Z
1BB,1781772585350,990,2026-06-18T08:49:45.350Z
2SB,1781772585382,767,2026-06-18T08:49:45.382Z
1BB,1781772587266,972,2026-06-18T08:49:47.266Z
2SB,1781772587378,917,2026-06-18T08:49:47.378Z
1SB,1781772587423,1128,2026-06-18T08:49:47.423Z
2BB,1781772587453,677,2026-06-18T08:49:47.453Z
2BB,1781772589463,677,2026-06-18T08:49:49.463Z
1SB,1781772589513,1137,2026-06-18T08:49:49.513Z
1BB,1781772589555,950,2026-06-18T08:49:49.555Z
2SB,1781772589563,758,2026-06-18T08:49:49.563Z
1BB,1781772591268,971,2026-06-18T08:49:51.268Z
2SB,1781772591272,916,2026-06-18T08:49:51.272Z
2BB,1781772591277,668,2026-06-18T08:49:51.277Z
1SB,1781772591405,1136,2026-06-18T08:49:51.405Z
1SB,1781772593484,1124,2026-06-18T08:49:53.484Z
1BB,1781772593548,984,2026-06-18T08:49:53.548Z
2SB,1781772593548,771,2026-06-18T08:49:53.548Z
2BB,1781772593563,667,2026-06-18T08:49:53.563Z
1BB,1781772595357,984,2026-06-18T08:49:55.357Z
2BB,1781772595389,672,2026-06-18T08:49:55.389Z
2SB,1781772595452,937,2026-06-18T08:49:55.452Z
1SB,1781772595484,837,2026-06-18T08:49:55.484Z
2BB,1781772597307,668,2026-06-18T08:49:57.307Z
2SB,1781772597453,921,2026-06-18T08:49:57.453Z
1BB,1781772597453,975,2026-06-18T08:49:57.453Z
1SB,1781772597468,832,2026-06-18T08:49:57.468Z
1BB,1781772599361,956,2026-06-18T08:49:59.361Z
2SB,1781772599440,753,2026-06-18T08:49:59.440Z
1SB,1781772599456,850,2026-06-18T08:49:59.456Z
2BB,1781772599503,676,2026-06-18T08:49:59.503Z
2BB,1781772601418,667,2026-06-18T08:50:01.418Z
2SB,1781772601539,745,2026-06-18T08:50:01.539Z
1BB,1781772601554,971,2026-06-18T08:50:01.554Z
1SB,1781772601554,833,2026-06-18T08:50:01.554Z
1BB,1781772603354,968,2026-06-18T08:50:03.354Z
2SB,1781772603448,916,2026-06-18T08:50:03.448Z
1SB,1781772603448,829,2026-06-18T08:50:03.448Z
2BB,1781772603515,671,2026-06-18T08:50:03.515Z
2BB,1781772605438,667,2026-06-18T08:50:05.438Z
2SB,1781772605519,758,2026-06-18T08:50:05.519Z
1SB,1781772605519,833,2026-06-18T08:50:05.519Z
1BB,1781772605536,957,2026-06-18T08:50:05.536Z
2SB,1781772607517,745,2026-06-18T08:50:07.517Z
1SB,1781772607517,833,2026-06-18T08:50:07.517Z
2BB,1781772607533,667,2026-06-18T08:50:07.533Z
1BB,1781772607549,966,2026-06-18T08:50:07.549Z
1BB,1781772609452,938,2026-06-18T08:50:09.452Z
2BB,1781772609452,675,2026-06-18T08:50:09.452Z
1SB,1781772609515,829,2026-06-18T08:50:09.515Z
2SB,1781772609515,755,2026-06-18T08:50:09.515Z
2SB,1781772611516,754,2026-06-18T08:50:11.516Z
1BB,1781772611531,962,2026-06-18T08:50:11.531Z
2BB,1781772611547,670,2026-06-18T08:50:11.547Z
1SB,1781772611601,1123,2026-06-18T08:50:11.601Z
1BB,1781772613451,962,2026-06-18T08:50:13.451Z
2BB,1781772613472,670,2026-06-18T08:50:13.472Z
1SB,1781772613488,828,2026-06-18T08:50:13.488Z
2SB,1781772615503,755,2026-06-18T08:50:15.503Z
1BB,1781772615535,982,2026-06-18T08:50:15.535Z
2BB,1781772615567,671,2026-06-18T08:50:15.567Z
1SB,1781772615583,1142,2026-06-18T08:50:15.583Z
2BB,1781772617397,676,2026-06-18T08:50:17.397Z
1SB,1781772617471,1143,2026-06-18T08:50:17.471Z
1BB,1781772617534,976,2026-06-18T08:50:17.534Z
1BB,1781772619442,929,2026-06-18T08:50:19.442Z
1SB,1781772619563,828,2026-06-18T08:50:19.563Z
2BB,1781772619599,676,2026-06-18T08:50:19.599Z
2BB,1781772621413,680,2026-06-18T08:50:21.413Z
1SB,1781772621444,1081,2026-06-18T08:50:21.444Z
1BB,1781772621544,894,2026-06-18T08:50:21.544Z
1BB,1781772623445,882,2026-06-18T08:50:23.445Z
2SB,1781772623490,927,2026-06-18T08:50:23.490Z
2BB,1781772623508,690,2026-06-18T08:50:23.508Z
1SB,1781772623540,829,2026-06-18T08:50:23.540Z
2BB,1781772625621,681,2026-06-18T08:50:25.621Z
1SB,1781772625621,829,2026-06-18T08:50:25.621Z
1BB,1781772625637,897,2026-06-18T08:50:25.637Z
2BB,1781772627445,671,2026-06-18T08:50:27.445Z
1BB,1781772627447,928,2026-06-18T08:50:27.447Z
1SB,1781772627511,833,2026-06-18T08:50:27.511Z
2SB,1781772627574,908,2026-06-18T08:50:27.574Z
1BB,1781772629542,965,2026-06-18T08:50:29.542Z
2BB,1781772629554,671,2026-06-18T08:50:29.554Z
2SB,1781772629568,890,2026-06-18T08:50:29.568Z
1SB,1781772629609,1057,2026-06-18T08:50:29.609Z
1SB,1781772631589,1074,2026-06-18T08:50:31.589Z
1BB,1781772631637,962,2026-06-18T08:50:31.637Z
2BB,1781772631655,671,2026-06-18T08:50:31.655Z
2SB,1781772631661,873,2026-06-18T08:50:31.661Z
2BB,1781772633468,663,2026-06-18T08:50:33.468Z
1SB,1781772633591,1098,2026-06-18T08:50:33.591Z
1BB,1781772633622,963,2026-06-18T08:50:33.622Z
1SB,1781772635578,829,2026-06-18T08:50:35.578Z
1BB,1781772635626,945,2026-06-18T08:50:35.626Z
2SB,1781772635642,829,2026-06-18T08:50:35.642Z
2BB,1781772635685,664,2026-06-18T08:50:35.685Z
2BB,1781772637586,655,2026-06-18T08:50:37.586Z
1BB,1781772637636,940,2026-06-18T08:50:37.636Z
2SB,1781772637636,763,2026-06-18T08:50:37.636Z
1SB,1781772637652,828,2026-06-18T08:50:37.652Z
2BB,1781772639496,650,2026-06-18T08:50:39.496Z
1BB,1781772639540,977,2026-06-18T08:50:39.540Z
2SB,1781772639639,759,2026-06-18T08:50:39.639Z
1SB,1781772639655,828,2026-06-18T08:50:39.655Z
2BB,1781772643514,646,2026-06-18T08:50:43.514Z
2SB,1781772643624,789,2026-06-18T08:50:43.624Z
1BB,1781772643624,1020,2026-06-18T08:50:43.624Z
1SB,1781772643624,1126,2026-06-18T08:50:43.624Z
1BB,1781772645536,1033,2026-06-18T08:50:45.536Z
